x_panel,y_panel,group
0.33610814070571754,0.07211766870684255,Community
0.28764596685929433,0.8432966807909604,Public Outdoor
0.410983170256545,0.6011965105147521,Public Outdoor
0.3958365062166186,0.8084023438480854,Community
0.30696051133876195,0.8623750329566855,Community
0.6670972353559232,0.31396272677338366,Community
0.3746658337711234,0.3807602236346517,Baseline
0.7996135616408371,0.679023298022599,Public Outdoor
0.7166399964976797,0.37531090003138734,Public Outdoor
0.616598012433237,0.589009016792216,Public Outdoor
0.5545477366255145,0.4666757776208412,Social Business
0.3470632398651607,0.7879858686440678,Public Outdoor
0.6358991747657823,0.3420842443502826,Social Business
0.27643013089922075,0.5895134376961708,Community
0.17105787365379566,0.608243957156309,Baseline
0.6809072541808948,0.317816979755179,Baseline
0.9539069258383679,0.7994734424042687,Community
0.4902120687768147,0.8159137688323916,Baseline
0.5906861964801681,0.5922677463904583,Public Outdoor
0.34769350100691715,0.8813357383866918,Social Business
0.34743569192715174,0.8813803413370997,Community
0.191706365467122,0.5353606975831765,Social Business
0.652740353296559,0.5418053994036409,Community
0.49317414740390514,0.6568878703703704,Public Outdoor
0.4351751357149111,0.671816978185813,Social Business
0.5214426681113739,0.5249344836785939,Social Business
0.48892043494440074,0.7078695213433772,Public Outdoor
0.7820848666929341,0.5040319970182048,Baseline
0.3746894295595833,0.3779060075329568,Public Outdoor
0.5079086791874617,0.4324624780288764,Community
0.4202603810962263,0.5390261731010673,Social Business
0.29668612315033716,0.23646987994350288,Community
0.6369878009806498,0.38920614799121167,Community
0.36816058685754316,0.5902963543628374,Community
0.3693529824446196,0.5894069499372254,Community
0.44656413405130907,0.6588904755178908,Social Business
0.6194016800192627,0.4516862162586316,Social Business
0.5084517785220208,0.5292437649089768,Public Outdoor
0.34113680938621843,0.7104103413370999,Public Outdoor
0.13206777099203224,0.2199694899560578,Community
0.5411584493476929,0.5732214932517263,Social Business
0.4674768332457754,0.6533855092592593,Baseline
0.325771474695736,0.7260878170119272,Community
0.799058011557657,0.5043262758945387,Community
0.340452938665616,0.6023813449466415,Public Outdoor
0.8173402110147973,0.5180888394538607,Public Outdoor
0.6158654408545662,0.5524208286252354,Community
0.49004673299185714,0.7094810655994979,Social Business
0.23789527843446287,-0.042803565599497606,Public Outdoor
0.37457529441379916,0.6969907532956685,Public Outdoor
0.3880468336835654,0.660298095574388,Public Outdoor
0.44360825124770165,0.5011845009416196,Community
0.7402528631468347,0.2805141737288136,Community
0.7416317748008056,0.6154666227244193,Public Outdoor
0.455727011645215,0.5791310389202763,Community
0.36822539510550745,0.5899801687068424,Community
0.3643749693546975,0.5914569052102951,Social Business
0.3960904857280449,0.593966521500314,Community
0.3656999463707206,0.5941959800690522,Social Business
0.6468516854916382,0.5424176153483993,Community
0.44888823001488487,0.5278677926867547,Community
0.9491775873391122,0.7639294483678594,Public Outdoor
0.7218426451273969,0.6592039234149404,Public Outdoor
0.36107370851939413,0.7241425510043942,Public Outdoor
0.4312755187811926,0.3910035875706216,Community
0.6597378042640749,0.6353479182360326,Social Business
0.46851212568951933,0.7130854441305713,Public Outdoor
0.7394624014972419,0.5796836723163843,Community
0.4493663087733124,0.5801238935969868,Community
0.16107749649767975,0.5760716156622725,Social Business
0.5071477738376675,0.7008569263967357,Public Outdoor
0.3464387323789511,0.8890627157878217,Social Business
0.6511735793713335,0.5435082062146894,Community
0.22439852464757903,0.5667135773697427,Social Business
0.2570428311881622,0.6550108105775267,Public Outdoor
0.4691087579896682,0.5359081348085374,Public Outdoor
0.2782142172314159,-0.03702366211550512,Baseline
0.2805363967691095,0.8188297010357816,Social Business
0.49698220821294115,0.5340237280288764,Community
0.33958983232641626,0.8868092027620841,Social Business
0.3781078506698188,0.6170694303201507,Social Business
0.36956911610191756,0.6271877691462648,Baseline
0.36425263659049123,0.36678459745762715,Social Business
0.4436985388757552,0.8072842176710608,Community
0.3675475790211015,0.36172604362837424,Social Business
